,Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover
775,22-Feb-17,8931.6,8960.75,8905.25,8926.9,254677956,13514.08
776,23-Feb-17,8956.4,8982.15,8927.55,8939.5,388874096,17243.08
777,27-Feb-17,8943.7,8951.8,8888.65,8896.7,195847099,10388.83
778,28-Feb-17,8898.95,8914.75,8867.6,8879.6,302722890,13819.57
779,01-Mar-17,8904.4,8960.8,8898.6,8945.8,212328974,9681.99
780,02-Mar-17,8982.85,8992.5,8879.8,8899.75,225608140,10075.19
781,03-Mar-17,8883.5,8907.1,8860.1,8897.55,208915878,9783.57
782,06-Mar-17,8915.1,8967.8,8914,8963.45,180194586,8955.06
783,07-Mar-17,8977.75,8977.85,8932.8,8946.9,178827506,8149.28
784,08-Mar-17,8950.7,8957.05,8891.95,8924.3,183325544,9489.36
785,09-Mar-17,8914.5,8945.8,8899.5,8927,176810453,8493.21
786,10-Mar-17,8953.7,8975.7,8903.95,8934.55,157419999,7385.28
787,14-Mar-17,9091.65,9122.75,9060.5,9087,278726933,14087.57
788,15-Mar-17,9086.85,9106.55,9075.5,9084.8,248033251,9671.51
789,16-Mar-17,9129.65,9158.45,9128.55,9153.7,215096446,9275.05
790,17-Mar-17,9207.8,9218.4,9147.6,9160.05,295554265,13226.29
791,20-Mar-17,9166.95,9167.6,9116.3,9126.85,342395900,9251.16
792,21-Mar-17,9133.95,9147.75,9087.2,9121.5,255396073,10191.6
793,22-Mar-17,9047.2,9072.9,9019.3,9030.45,239463699,10065.92
794,23-Mar-17,9048.75,9099.05,9048.6,9086.3,197705274,8699.36
795,24-Mar-17,9104,9133.55,9089.4,9108,210021581,8853.03
796,27-Mar-17,9093.45,9094.85,9024.65,9045.2,209036051,8921.57
797,28-Mar-17,9081.5,9110.4,9079.8,9100.8,188985603,8139.28
798,29-Mar-17,9128.7,9153.15,9109.1,9143.8,250902906,11089.43
799,30-Mar-17,9142.6,9183.15,9136.35,9173.75,333410368,15585.42
800,31-Mar-17,9158.9,9191.7,9152.1,9173.75,196771674,10955.05
801,03-Apr-17,9220.6,9245.35,9192.4,9237.85,143444541,8337.06
802,05-Apr-17,9264.4,9273.9,9215.4,9265.15,190529461,11461.96
803,06-Apr-17,9245.8,9267.95,9218.85,9261.95,191937207,10332.6
804,07-Apr-17,9223.7,9250.5,9188.1,9198.3,195918747,10217.13
805,10-Apr-17,9225.6,9225.65,9174.85,9181.45,139968750,8140.08
806,11-Apr-17,9184.55,9242.7,9172.85,9237,206261727,9385.2
807,12-Apr-17,9242.5,9246.4,9161.8,9203.45,166755013,8412.97
808,13-Apr-17,9202.5,9202.65,9144.95,9150.8,171695600,8908.17
809,17-Apr-17,9144.75,9160,9120.25,9139.3,132244225,6473.27
810,18-Apr-17,9163,9217.9,9095.45,9105.15,179569574,8527.5
811,19-Apr-17,9112.2,9120.5,9075.15,9103.5,179117382,8950.27
812,20-Apr-17,9108.1,9143.9,9102.65,9136.4,175629897,8843.5
813,21-Apr-17,9179.1,9183.65,9088.75,9119.4,159981265,8476.63
814,24-Apr-17,9135.35,9225.4,9130.55,9217.95,172908048,9720.75
815,25-Apr-17,9273.05,9309.2,9250.35,9306.6,173896951,10426.02
816,26-Apr-17,9336.2,9367,9301.35,9351.85,191395120,10483.32
817,27-Apr-17,9359.15,9367.15,9322.65,9342.15,215881711,12910.38
818,28-Apr-17,9340.95,9342.65,9282.25,9304.05,167229353,8673.32
819,02-May-17,9339.85,9352.55,9269.9,9313.8,166558241,9110.59
820,03-May-17,9344.7,9346.3,9298.4,9311.95,156342492,7975.14
821,04-May-17,9360.95,9365.65,9323.25,9359.9,277895923,12379.74
822,05-May-17,9374.55,9377.1,9272,9285.3,239133531,10466.68
823,08-May-17,9311.45,9338.7,9297.95,9314.05,179709949,8300.22
824,09-May-17,9337.35,9338.95,9307.7,9316.85,136417428,7504.66
825,10-May-17,9339.65,9414.75,9336,9407.3,157363135,8619.06
826,11-May-17,9448.6,9450.65,9411.3,9422.4,176439840,9289.89
827,12-May-17,9436.65,9437.75,9372.55,9400.9,159079418,9813.47
828,15-May-17,9433.55,9449.25,9423.1,9445.4,145163953,7790.97
829,16-May-17,9461,9517.2,9456.35,9512.25,171709433,9209.89
830,17-May-17,9517.6,9532.6,9486.1,9525.75,211856040,10726.23
831,18-May-17,9453.2,9489.1,9418.1,9429.45,199340647,10782.46
832,19-May-17,9469.9,9505.75,9390.75,9427.9,259861396,11544.77
833,22-May-17,9480.25,9498.65,9427.9,9438.25,202874757,9432.97
834,23-May-17,9445.05,9448.05,9370,9386.15,231345629,11553.27
835,24-May-17,9410.9,9431.9,9341.65,9360.55,218265181,11045.95
836,25-May-17,9384.05,9523.3,9379.2,9509.75,298147347,16964.26
837,26-May-17,9507.75,9604.9,9495.4,9595.1,225647631,11204.36
838,29-May-17,9560.05,9637.75,9547.7,9604.9,242266034,12484.61
839,30-May-17,9590.65,9635.3,9581.2,9624.55,199894193,9765.4
840,31-May-17,9636.55,9649.6,9609.25,9621.25,427053433,19605.94
841,01-Jun-17,9603.55,9634.65,9589.9,9616.1,181533283,9482.61
842,02-Jun-17,9657.15,9673.5,9637.45,9653.5,167195027,8564.3
843,05-Jun-17,9656.3,9687.2,9640.7,9675.1,131685021,7192.24
844,06-Jun-17,9704.25,9709.3,9630.2,9637.15,150379695,8416.55
845,07-Jun-17,9663.95,9678.55,9630.55,9663.9,165669924,8989.36
846,08-Jun-17,9682.4,9688.7,9641.5,9647.25,160165459,8822.63
847,09-Jun-17,9638.55,9676.25,9608.15,9668.25,163897548,9078.71
848,12-Jun-17,9646.7,9647.05,9598.5,9616.4,145786938,7686.89
849,13-Jun-17,9615.55,9654.15,9595.4,9606.9,133734363,7056.83
850,14-Jun-17,9621.55,9627.4,9580.45,9618.15,187378750,10540.68
851,15-Jun-17,9617.9,9621.4,9560.8,9578.05,176423424,9868.08
852,16-Jun-17,9595.45,9615.85,9565.5,9588.05,219808528,11920.62
853,19-Jun-17,9626.4,9673.3,9614.9,9657.55,146146062,8144.36
854,20-Jun-17,9670.5,9676.5,9643.75,9653.5,164437226,8476.67
855,21-Jun-17,9648.1,9650.45,9608.6,9633.6,148490556,8023.4
856,22-Jun-17,9642.65,9698.85,9617.75,9630,204888654,10738.45
857,23-Jun-17,9643.25,9647.65,9565.3,9574.95,180580579,9092.74
858,27-Jun-17,9594.05,9615.4,9473.45,9511.4,209593904,11084.51
859,28-Jun-17,9520.2,9522.5,9474.35,9491.25,177652206,9103.73
860,29-Jun-17,9522.95,9575.8,9493.8,9504.1,267283587,13395.85
861,30-Jun-17,9478.5,9535.8,9448.75,9520.9,185202600,8783.59
862,03-Jul-17,9587.95,9624,9543.55,9615,188690599,8720.76
863,04-Jul-17,9645.9,9650.65,9595.5,9613.3,149313755,7774.69
864,05-Jul-17,9619.75,9643.65,9607.35,9637.6,134849476,7311.1
865,06-Jul-17,9653.6,9700.7,9639.95,9674.55,152001940,7539.21
866,07-Jul-17,9670.35,9684.25,9642.65,9665.8,146232151,8514.53
867,10-Jul-17,9719.3,9782.15,9646.45,9771.05,40142973,1920.78
868,11-Jul-17,9797.45,9830.05,9778.85,9786.05,185322358,9908.41
869,12-Jul-17,9807.3,9824.95,9787.7,9816.1,150045594,7966.44
870,13-Jul-17,9855.8,9897.25,9853.45,9891.7,186866752,10244.56
871,14-Jul-17,9913.3,9913.3,9845.45,9886.35,164456602,9187.71
872,17-Jul-17,9908.15,9928.2,9894.7,9915.95,168596771,8310.48
873,18-Jul-17,9832.7,9885.35,9792.05,9827.15,303007860,13184.22
874,19-Jul-17,9855.95,9905.05,9851.65,9899.6,206376192,10935.6
875,20-Jul-17,9920.2,9922.55,9863.45,9873.3,166083004,8942.56
876,21-Jul-17,9899.6,9924.7,9838,9915.25,193286125,11860.28
877,24-Jul-17,9936.8,9982.05,9919.6,9966.4,179905535,10837.2
878,25-Jul-17,10010.55,10011.3,9949.1,9964.55,191206247,10491.32
879,26-Jul-17,9983.65,10025.95,9965.95,10020.65,203697844,11403.3
880,27-Jul-17,10063.25,10114.85,10005.5,10020.55,296782048,18601.99
881,28-Jul-17,9996.55,10026.05,9944.5,10014.5,197491415,11996.8
882,31-Jul-17,10034.7,10085.9,10016.95,10077.1,245096535,13131.89
883,01-Aug-17,10101.05,10128.6,10065.75,10114.65,190000516,11515.29
884,02-Aug-17,10136.3,10137.85,10054.2,10081.5,166463276,9165.92
885,03-Aug-17,10081.15,10081.15,9998.25,10013.65,198665837,10714.1
886,04-Aug-17,10008.6,10075.25,9988.35,10066.4,184082134,10397.88
887,07-Aug-17,10074.8,10088.1,10046.35,10057.4,141566282,7827.95
888,08-Aug-17,10068.35,10083.8,9947,9978.55,209645343,10780.41
889,09-Aug-17,9961.15,9969.8,9893.05,9908.05,174395293,8831.72
890,10-Aug-17,9872.85,9892.65,9776.2,9820.25,242820594,12040.13
891,11-Aug-17,9712.15,9771.65,9685.55,9710.8,294732998,13435.56
892,14-Aug-17,9755.75,9818.3,9752.1,9794.15,201613585,9486.82
893,16-Aug-17,9825.85,9903.95,9773.85,9897.3,226269013,10815.38
894,17-Aug-17,9945.55,9947.8,9883.75,9904.15,203652311,9927.47
895,18-Aug-17,9865.95,9865.95,9783.65,9837.4,253931517,15636.16
896,21-Aug-17,9864.25,9884.35,9740.1,9754.35,211627775,11764
897,22-Aug-17,9815.75,9828.45,9752.6,9765.55,189267122,9850.89
898,23-Aug-17,9803.05,9857.9,9786.75,9852.5,173815509,9961.13
899,24-Aug-17,9881.2,9881.5,9848.85,9857.05,190398702,10392.63
900,28-Aug-17,9907.15,9925.75,9882,9912.8,164493772,9900.06
901,29-Aug-17,9886.4,9887.35,9783.75,9796.05,178668444,8469.09
902,30-Aug-17,9859.5,9909.45,9850.8,9884.4,162704136,8008.72
903,31-Aug-17,9905.7,9925.1,9856.95,9917.9,337782004,14619.43
904,01-Sep-17,9937.65,9983.45,9909.85,9974.4,162730656,9314.82
905,04-Sep-17,9984.15,9988.4,9861,9912.85,153369495,8069.64
906,05-Sep-17,9933.25,9963.1,9901.05,9952.2,143522342,7566.62
907,06-Sep-17,9899.25,9931.55,9882.55,9916.2,153767846,8926.98
908,07-Sep-17,9945.85,9964.85,9917.2,9929.9,194626599,9455.48
909,08-Sep-17,9958.65,9963.6,9913.3,9934.8,168698771,8792.49
910,11-Sep-17,9971.75,10028.65,9968.8,10006.05,178409875,9545.94
911,12-Sep-17,10056.85,10097.55,10028.05,10093.05,188248293,9894.2
912,13-Sep-17,10099.25,10131.95,10063.15,10079.3,221608053,10682.41
913,14-Sep-17,10107.4,10126.5,10070.35,10086.6,232637517,11047.46
914,15-Sep-17,10062.35,10115.15,10043.65,10085.4,274799134,13650.9
915,18-Sep-17,10133.1,10171.7,10131.3,10153.1,160852680,8106.66
916,19-Sep-17,10175.6,10178.95,10129.95,10147.55,193345992,8796.21
917,20-Sep-17,10160.95,10171.05,10134.2,10141.15,205605243,10105.71
918,21-Sep-17,10139.6,10158.9,10058.6,10121.9,197710666,11114.28
919,22-Sep-17,10094.35,10095.05,9952.8,9964.4,233621596,11941.88
920,25-Sep-17,9960.1,9960.5,9816.05,9872.6,228206970,11258.68
921,26-Sep-17,9875.25,9891.35,9813,9871.5,196792799,9754.02
922,27-Sep-17,9920.6,9921.05,9714.4,9735.75,206305991,10127.39
923,28-Sep-17,9736.4,9789.2,9687.55,9768.95,396874518,18962.4
924,29-Sep-17,9814.3,9854,9775.35,9788.6,202350211,11087.11
925,03-Oct-17,9893.3,9895.4,9831.05,9859.5,167833406,9698.55
926,04-Oct-17,9884.35,9938.3,9850.65,9914.9,160993982,8790.29
927,05-Oct-17,9927,9945.95,9881.85,9888.7,152362417,7823.55
928,06-Oct-17,9908.15,9989.35,9906.6,9979.7,201858899,9986.18
929,09-Oct-17,9988.2,10015.75,9959.45,9988.75,148395842,7425.19
930,10-Oct-17,10013.7,10034,10002.3,10016.95,153246570,8055.5
931,11-Oct-17,10042.6,10067.25,9955.8,9984.8,195593061,10227.9
932,12-Oct-17,10011.2,10104.45,9977.1,10096.4,207106672,10579.8
933,13-Oct-17,10123.7,10191.9,10120.1,10167.45,237230047,12379.8
934,16-Oct-17,10207.4,10242.95,10175.1,10230.85,209327364,11774.68
935,17-Oct-17,10227.65,10251.85,10212.6,10234.45,201782377,10422.81
936,18-Oct-17,10209.4,10236.45,10175.75,10210.85,262111790,13177.83
937,19-Oct-17,10210.35,10211.95,10123.35,10146.55,31086379,1685.16
938,23-Oct-17,10176.65,10224.15,10124.5,10184.85,224799211,12144.31
939,24-Oct-17,10218.55,10237.75,10182.4,10207.7,223914325,11539.73
940,25-Oct-17,10321.15,10340.55,10240.9,10295.35,612620774,25922.51
941,26-Oct-17,10291.8,10355.65,10271.85,10343.8,443036008,23135.46
942,27-Oct-17,10362.3,10366.15,10311.3,10323.05,322411410,15149.9
943,30-Oct-17,10353.85,10384.5,10344.3,10363.65,244193178,12558.7
944,31-Oct-17,10364.9,10367.7,10323.95,10335.3,239809700,12830.06
945,01-Nov-17,10390.35,10451.65,10383.05,10440.5,268270466,14206.21
946,02-Nov-17,10440.5,10453,10412.55,10423.8,207735021,10779.63
947,03-Nov-17,10461.55,10461.7,10403.6,10452.5,206101238,10070.83
948,06-Nov-17,10431.75,10490.45,10413.75,10451.8,199559409,10231.76
949,07-Nov-17,10477.15,10485.75,10340.8,10350.15,295830692,16182.46
950,08-Nov-17,10361.95,10384.25,10285.5,10303.15,282950322,14789.39
951,09-Nov-17,10358.65,10368.45,10266.95,10308.95,247606613,12697.28
952,10-Nov-17,10304.35,10344.95,10254.1,10321.75,287962940,14682.6
953,13-Nov-17,10322,10334.15,10216.25,10224.95,216799588,11783.34
954,14-Nov-17,10223.4,10248,10175.55,10186.6,314413476,15398.97
955,15-Nov-17,10171.95,10175.45,10094,10118.05,213836202,11609.18
956,16-Nov-17,10152.9,10232.25,10139.2,10214.75,188180035,9995.55
957,17-Nov-17,10324.55,10343.6,10268.05,10283.6,209592893,11023.35
958,20-Nov-17,10287.2,10309.85,10261.5,10298.75,151751415,8502.63
959,21-Nov-17,10329.25,10358.7,10315.05,10326.9,191859084,10443.99
960,22-Nov-17,10350.8,10368.7,10309.55,10342.3,162504058,9136.04
961,23-Nov-17,10358.45,10374.3,10307.3,10348.75,157651842,8789.42
962,24-Nov-17,10366.8,10404.5,10362.25,10389.7,133177324,8197.66
963,27-Nov-17,10361.05,10407.15,10340.2,10399.55,146276512,7551.71
964,28-Nov-17,10387.9,10409.55,10355.2,10370.25,202050866,9979.25
965,29-Nov-17,10376.65,10392.95,10345.9,10361.3,157192930,8852.8
966,30-Nov-17,10332.7,10332.7,10211.25,10226.55,353105240,19005.56
967,01-Dec-17,10263.7,10272.7,10108.55,10121.8,147765528,8518.58
968,04-Dec-17,10175.05,10179.2,10095.7,10127.75,153240126,8458.66
969,05-Dec-17,10118.25,10147.95,10069.1,10118.25,160253042,8749.09
970,06-Dec-17,10088.8,10104.2,10033.35,10044.1,171208366,9598.82
971,07-Dec-17,10063.45,10182.65,10061.9,10166.7,171339022,9910.28
972,08-Dec-17,10198.45,10270.85,10195.25,10265.65,206234019,11468.15
973,11-Dec-17,10310.5,10329.2,10282.05,10322.25,152034656,8453.76
974,12-Dec-17,10324.9,10326.1,10230.2,10240.15,180546894,10380.24
975,13-Dec-17,10236.6,10296.55,10169.85,10192.95,187191964,10070.44
976,14-Dec-17,10229.3,10276.1,10141.55,10252.1,159103960,9549.23
977,15-Dec-17,10345.65,10373.1,10319.65,10333.25,262974703,15106.77
978,18-Dec-17,10263.1,10443.55,10074.8,10388.75,237506982,12921.61
979,19-Dec-17,10414.8,10472.2,10406,10463.2,174340665,10982.95
980,20-Dec-17,10494.4,10494.45,10437.15,10444.2,180597460,11303
981,21-Dec-17,10473.95,10473.95,10426.9,10440.3,156646972,9411.2
982,22-Dec-17,10457.3,10501.1,10448.25,10493,143119167,8755.32
983,26-Dec-17,10512.3,10545.45,10477.95,10531.5,160417384,9043.77
984,27-Dec-17,10531.05,10552.4,10469.25,10490.75,170307122,9077.6
985,28-Dec-17,10498.2,10534.55,10460.45,10477.9,281309989,14551.58
986,29-Dec-17,10492.35,10538.7,10488.65,10530.7,156736221,8943.1
987,01-Jan-18,10531.7,10537.85,10423.1,10435.55,134532090,7546.56
988,02-Jan-18,10477.55,10495.2,10404.65,10442.2,158092430,8665.47
989,03-Jan-18,10482.65,10503.6,10429.55,10443.2,172516859,9541.6
990,04-Jan-18,10469.4,10513,10441.45,10504.8,180257392,9561.95
991,05-Jan-18,10534.25,10566.1,10520.1,10558.85,186469717,10306.22
992,08-Jan-18,10591.7,10631.2,10588.55,10623.6,174181231,9907.27
993,09-Jan-18,10645.1,10659.15,10603.6,10637,211291563,10733.37
994,10-Jan-18,10652.05,10655.5,10592.7,10632.2,181900014,9720.65
995,11-Jan-18,10637.05,10664.6,10612.35,10651.2,158630055,9635.01
996,12-Jan-18,10682.55,10690.4,10597.1,10681.25,180592153,11005.12
997,15-Jan-18,10718.5,10782.65,10713.8,10741.55,181262074,11333.11
998,16-Jan-18,10761.5,10762.35,10687.85,10700.45,217468081,12709.44
999,17-Jan-18,10702.45,10803,10666.75,10788.55,260488465,14334.26
1000,18-Jan-18,10873.4,10887.5,10782.4,10817,321609375,17930.3
1001,19-Jan-18,10829.2,10906.85,10793.9,10894.7,214011963,11792.26
1002,22-Jan-18,10883.2,10975.1,10881.4,10966.2,238815813,14469.06
1003,23-Jan-18,10997.4,11092.9,10994.55,11083.7,293445774,16423.91
1004,24-Jan-18,11069.35,11110.1,11046.15,11086,292197072,16915.14
1005,25-Jan-18,11095.6,11095.6,11009.2,11069.65,340469462,19939.54
1006,29-Jan-18,11079.35,11171.55,11075.95,11130.4,249220726,16118.36
1007,30-Jan-18,11120.85,11121.1,11033.9,11049.65,234969503,13232.19
1008,31-Jan-18,11018.8,11058.5,10979.3,11027.7,253462573,14459.69
1009,01-Feb-18,11044.55,11117.35,10878.8,11016.9,315743486,17719.4
1010,02-Feb-18,10938.2,10954.95,10736.1,10760.6,291431992,16542.51
1011,05-Feb-18,10604.3,10702.75,10586.8,10666.55,247479157,13980.63
1012,06-Feb-18,10295.15,10594.15,10276.3,10498.25,274656443,15606.34
1013,07-Feb-18,10607.2,10614,10446.4,10476.7,258095424,13971.66
1014,08-Feb-18,10518.5,10637.8,10479.55,10576.85,239407938,12569.23
1015,09-Feb-18,10416.5,10480.2,10398.2,10454.95,197502912,10602.15
1016,12-Feb-18,10518.2,10555.5,10485.4,10539.75,224114801,11133.78
1017,14-Feb-18,10585.75,10590.55,10456.65,10500.9,236329440,12188.94
1018,15-Feb-18,10537.9,10618.1,10511.05,10545.5,217090245,11035.38
1019,16-Feb-18,10596.2,10612.9,10434.05,10452.3,190043189,10026.71
1020,19-Feb-18,10488.9,10489.35,10302.75,10378.4,193087737,9871.36
1021,20-Feb-18,10391,10429.35,10347.65,10360.4,193464871,9619.95
1022,21-Feb-18,10426,10426.1,10349.6,10397.45,241331542,12996.36
1023,22-Feb-18,10354.35,10397.55,10340.65,10382.7,323259078,17711.46
1024,23-Feb-18,10408.1,10499.1,10396.65,10491.05,217134363,12704.32
1025,26-Feb-18,10526.55,10592.95,10520.2,10582.6,177238616,10274.89
1026,27-Feb-18,10615.2,10631.65,10537.25,10554.3,193250158,10276.42
1027,28-Feb-18,10488.95,10535.5,10461.55,10492.85,294794221,16299.11
1028,01-Mar-18,10479.95,10525.5,10447.15,10458.35,181378504,10179.48
1029,05-Mar-18,10428.3,10428.7,10323.9,10358.85,199975720,10673.92
1030,06-Mar-18,10420.5,10441.35,10215.9,10249.25,229782297,12143.95
1031,07-Mar-18,10232.95,10243.35,10141.55,10154.2,257200599,12128.88
1032,08-Mar-18,10216.25,10270.35,10146.4,10242.65,233377712,11479.51
1033,09-Mar-18,10271.3,10296.7,10211.9,10226.85,192333334,9874.81
1034,12-Mar-18,10301.6,10433.65,10295.45,10421.4,223135459,10968.95
1035,13-Mar-18,10389.5,10478.6,10377.85,10426.85,274852794,23965.25
1036,14-Mar-18,10393.05,10420.35,10336.3,10410.9,186991169,9564.68
1037,15-Mar-18,10405.45,10420,10346.2,10360.15,179308593,8588.01
1038,16-Mar-18,10345.15,10346.3,10180.25,10195.15,338702439,18811.97
1039,19-Mar-18,10215.35,10224.55,10075.3,10094.25,216670033,11111.43
1040,20-Mar-18,10051.55,10155.65,10049.1,10124.35,209327593,10947.12
1041,21-Mar-18,10181.95,10227.3,10132.95,10155.25,211060429,11269.73
1042,22-Mar-18,10167.5,10207.85,10105.4,10114.75,237632983,11558.88
1043,23-Mar-18,9968.8,10027.7,9951.9,9998.05,294515154,14435.17
1044,26-Mar-18,9989.15,10143.5,9958.55,10130.65,270665332,12695.47
1045,27-Mar-18,10188,10207.9,10139.65,10184.15,232713976,11175.79
1046,28-Mar-18,10143.6,10158.35,10096.9,10113.7,354977198,18807.48
1047,02-Apr-18,10151.65,10220.1,10127.75,10211.8,223135459,10968.95
1048,03-Apr-18,10186.85,10255.35,10171.05,10245,211652029,10167.12
1049,04-Apr-18,10274.6,10279.85,10111.3,10128.4,238182921,11861.79
1050,05-Apr-18,10228.45,10331.8,10227.45,10325.15,244116235,11674.92
1051,06-Apr-18,10322.75,10350.45,10290.85,10331.6,206355691,10131.74
1052,09-Apr-18,10333.7,10397.7,10328.5,10379.35,228512954,10714.13
1053,10-Apr-18,10412.9,10424.85,10381.5,10402.25,259523888,11905.12
1054,11-Apr-18,10428.15,10428.15,10355.6,10417.15,258077363,11790.58
1055,12-Apr-18,10410.65,10469.9,10395.25,10458.65,246027888,12249.66
1056,13-Apr-18,10495.3,10519.9,10451.45,10480.6,219724716,12354.55
1057,16-Apr-18,10398.3,10540.15,10396.35,10528.35,200950876,11242.05
1058,17-Apr-18,10557.3,10560.45,10495.65,10548.7,212449535,10501.71
1059,18-Apr-18,10578.9,10594.2,10509.7,10526.2,211823044,9888.65
1060,19-Apr-18,10563.65,10572.2,10546.2,10565.3,270740891,12559.11
1061,20-Apr-18,10560.35,10582.35,10527.45,10564.05,252227268,15372.66
1062,23-Apr-18,10592.8,10638.35,10514.95,10584.7,200203196,13642.67
1063,24-Apr-18,10578.1,10636.8,10569,10614.35,225972673,12281.53
1064,25-Apr-18,10612.4,10612.6,10536.45,10570.55,195129613,11125.11
1065,26-Apr-18,10586.5,10628.4,10559.65,10617.8,345536167,19200.41
1066,27-Apr-18,10651.65,10719.8,10647.55,10692.3,306671172,16886.89
1067,30-Apr-18,10705.75,10759,10704.6,10739.35,179163468,10412.57
1068,02-May-18,10783.85,10784.65,10689.8,10718.05,236757172,14820.58
1069,03-May-18,10720.15,10720.6,10647.45,10679.65,190869804,11018.21
1070,04-May-18,10700.45,10700.45,10601.6,10618.25,192296041,9721.56
1071,07-May-18,10653.15,10725.65,10635.65,10715.5,173620240,9239.44
1072,08-May-18,10757.9,10758.55,10689.4,10717.8,278118616,12783.49
1073,09-May-18,10693.35,10766.25,10689.85,10741.7,222115640,10390.92
1074,10-May-18,10779.65,10785.55,10705,10716.55,197988475,10526.38
1075,11-May-18,10741.95,10812.05,10724.45,10806.5,209392114,10432.43
1076,14-May-18,10815.15,10834.85,10774.75,10806.6,176697512,9075.44
1077,15-May-18,10812.6,10929.2,10781.4,10801.85,262202312,13582.7
1078,16-May-18,10751.95,10790.45,10699.7,10741.1,238221884,11359.48
1079,17-May-18,10775.6,10777.25,10664.5,10682.7,220738923,12506.3
1080,18-May-18,10671.85,10674.95,10589.1,10596.4,229908939,13908.47
1081,21-May-18,10616.7,10621.7,10505.8,10516.7,197294184,11346.13
1082,22-May-18,10518.45,10558.6,10490.55,10536.7,249236637,12017.36
1083,23-May-18,10521.1,10533.55,10417.8,10430.35,299919120,13456.6
1084,24-May-18,10464.85,10535.15,10419.8,10513.85,306792497,12914.16
1085,25-May-18,10533.05,10628.05,10524,10605.15,268914888,12431.16
1086,28-May-18,10648.35,10709.8,10640.55,10688.65,239786001,11764.35
1087,29-May-18,10689.4,10717.25,10616.1,10633.3,232761575,11817.39
1088,30-May-18,10579,10648.7,10558.45,10614.35,246124259,12224.76
1089,31-May-18,10670.1,10763.8,10620.4,10736.15,629198569,29479.77
1090,01-Jun-18,10738.45,10764.75,10681.5,10696.2,227355567,12965.01
1091,04-Jun-18,10765.95,10770.3,10618.35,10628.5,210148313,14120.49
1092,05-Jun-18,10630.7,10633.15,10550.9,10593.15,172898027,10027.54
1093,06-Jun-18,10603.45,10698.35,10587.5,10684.65,195761429,9920.75
1094,07-Jun-18,10722.6,10818,10722.6,10768.35,227663151,11315.24
1095,08-Jun-18,10736.4,10779.45,10709.05,10767.65,215942528,12360.88
1096,11-Jun-18,10781.85,10850.55,10777.05,10786.95,217849903,11384.97
1097,12-Jun-18,10816.15,10856.55,10789.4,10842.85,204419184,11989.07
1098,13-Jun-18,10887.5,10893.25,10842.65,10856.7,220003032,12982.8
1099,14-Jun-18,10832.9,10833.7,10773.55,10808.05,190031664,11659.79
1100,15-Jun-18,10808.65,10834,10755.4,10817.7,314764425,19271.43
1101,18-Jun-18,10830.2,10830.2,10787.35,10799.85,202727202,11182.48
1102,19-Jun-18,10789.45,10789.45,10701.2,10710.45,231382790,12290.16
1103,20-Jun-18,10734.65,10781.8,10724.05,10772.05,199467082,10858.35
1104,21-Jun-18,10808.45,10809.6,10725.9,10741.1,230507383,12211.18
1105,22-Jun-18,10742.7,10837,10710.45,10821.85,236898415,13520.01
1106,25-Jun-18,10822.9,10831.05,10753.05,10762.45,236693278,12012.41
1107,26-Jun-18,10742.7,10805.25,10732.55,10769.15,226846382,12113.53
1108,27-Jun-18,10785.5,10785.5,10652.4,10671.4,253620792,13837.03
1109,28-Jun-18,10660.8,10674.2,10557.7,10589.1,363157327,20187.98
1110,29-Jun-18,10612.85,10723.05,10612.35,10714.3,250327878,14440.17
1111,02-Jul-18,10732.35,10736.15,10604.65,10657.3,304536687,13591.3
1112,03-Jul-18,10668.6,10713.3,10630.25,10699.9,208371545,10896.89
1113,04-Jul-18,10715,10777.15,10677.75,10769.9,179268271,10388.69
1114,05-Jul-18,10786.05,10786.05,10726.25,10749.75,227267176,13676.58
1115,06-Jul-18,10744.15,10816.35,10735.05,10772.65,256547706,14006.48
1116,09-Jul-18,10838.3,10860.35,10807.15,10852.9,189331016,10843.92
1117,10-Jul-18,10902.75,10956.9,10876.65,10947.25,203061980,12834.85
1118,11-Jul-18,10956.4,10976.65,10923,10948.3,229211999,15944.45
1119,12-Jul-18,11006.95,11078.3,10999.65,11023.2,256034815,15787.28
1120,13-Jul-18,11056.9,11071.35,10999.75,11018.9,241670818,14744.56
1121,16-Jul-18,11018.95,11019.5,10926.25,10936.85,216971413,13709.57
1122,17-Jul-18,10939.65,11018.5,10925.6,11008.05,217107580,12649.4
1123,18-Jul-18,11060.2,11076.2,10956.3,10980.45,232502459,13320.2
1124,19-Jul-18,10999.5,11006.5,10935.45,10957.1,222056399,12199.98
1125,20-Jul-18,10963.5,11030.25,10946.2,11010.2,193144113,14105.94
1126,23-Jul-18,11019.85,11093.4,11010.95,11084.75,236153085,14932.51
1127,24-Jul-18,11109,11143.4,11092.5,11134.3,212247395,13931.15
1128,25-Jul-18,11148.4,11157.15,11113.25,11132,212333169,12528.8
1129,26-Jul-18,11132.95,11185.85,11125.7,11167.3,376657398,21595.33
1130,27-Jul-18,11232.75,11283.4,11210.25,11278.35,324343457,15203.09
1131,30-Jul-18,11296.65,11328.1,11261.45,11319.55,287435926,14716.66
1132,31-Jul-18,11311.05,11366,11267.75,11356.5,264430889,15297.4
1133,01-Aug-18,11359.8,11390.55,11313.55,11346.2,278012697,14436.12
